STATE,STATEFIPS,COUNTY,COUNTYFIPS,FIPS,YEAR,TP-TotPop,PS-GWPop,PS-SWPop,PS-TOPop,PS-WGWFr,PS-WGWSa,PS-WGWTo,PS-WSWFr,PS-WSWSa,PS-WSWTo,PS-WFrTo,PS-WSaTo,PS-Wtotl,DO-SSPop,DO-WGWFr,DO-WSWFr,DO-WFrTo,DO-SSPCp,DO-PSDel,DO-PSPCp,DO-WDelv ,IN-WGWFr,IN-WGWSa,IN-WGWTo,IN-WSWFr,IN-WSWSa,IN-WSWTo,IN-WFrTo,IN-WSaTo,IN-Wtotl,IR-WGWFr,IR-WSWFr,IR-WFrTo,IR-RecWW,IR-CUsFr,IR-IrSpr,IR-IrMic,IR-IrSur,IR-IrTot,IC-WGWFr,IC-WSWFr,IC-WFrTo,IC-RecWW,IC-CUsFr,IC-IrSpr,IC-IrMic,IC-IrSur,IC-IrTot,IG-WGWFr,IG-WSWFr,IG-WFrTo,IG-RecWW,IG-CUsFr,IG-IrSpr,IG-IrMic,IG-IrSur,IG-IrTot,LI-WGWFr,LI-WSWFr,LI-WFrTo,AQ-WGWFr,AQ-WGWSa,AQ-WGWTo,AQ-WSWFr,AQ-WSWSa,AQ-WSWTo,AQ-WFrTo,AQ-WSaTo,AQ-Wtotl,MI-WGWFr,MI-WGWSa,MI-WGWTo,MI-WSWFr,MI-WSWSa,MI-WSWTo,MI-WFrTo,MI-WSaTo,MI-Wtotl,PT-WGWFr,PT-WGWSa,PT-WGWTo,PT-WSWFr,PT-WSWSa,PT-WSWTo,PT-WFrTo,PT-WSaTo,PT-Wtotl,PT-RecWW,PT-PSDel,PT-CUsFr,PT-CUsSa,PT-CUTot,PT-Power,PO-WGWFr,PO-WGWSa,PO-WGWTo,PO-WSWFr,PO-WSWSa,PO-WSWTo,PO-WFrTo,PO-WSaTo,PO-Wtotl,PO-RecWW,PO-PSDel,PO-CUsFr,PO-CUsSa,PO-CUTot,PO-Power,PC-WGWFr,PC-WGWSa,PC-WGWTo,PC-WSWFr,PC-WSWSa,PC-WSWTo,PC-WFrTo,PC-WSaTo,PC-Wtotl,PC-RecWW,PC-PSDel,PC-CUsFr,PC-CUsSa,PC-CUTot,PC-Power,TO-WGWFr,TO-WGWSa,TO-WGWTo,TO-WSWFr,TO-WSWSa,TO-WSWTo,TO-WFrTo,TO-WSaTo,TO-Wtotl,TO-CUsFrPartial,TO-CUsSaPartial,TO-CUTotPartial
IL,17,White County,193,17193,2015,14.33,10.35,1.26,11.61,1.08,0.00,1.08,0.00,0.00,0.00,1.08,0.00,1.08,2.72,0.22,0.00,0.22,81.00,0.93,80.00,1.15,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.97,0.20,11.17,0.00,11.17,26.79,0.00,0.00,26.79,10.97,0.18,11.15,0.00,11.15,26.77,0.00,0.00,26.77,0.00,0.02,0.02,0.00,0.02,0.02,0.00,0.00,0.02,0.11,0.00,0.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.67,0.50,1.17,0.00,0.00,0.00,0.67,0.50,1.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,--,--,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,--,--,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,--,--,0.00,0.00,0.00,0.00,13.05,0.50,13.55,0.20,0.00,0.20,13.25,0.50,13.75,11.17,0.00,11.17
IL,17,Whiteside County,195,17195,2015,57.08,38.21,0.00,38.21,3.62,0.00,3.62,0.00,0.00,0.00,3.62,0.00,3.62,18.87,1.51,0.00,1.51,80.00,3.06,80.00,4.57,0.02,0.00,0.02,0.00,0.00,0.00,0.02,0.00,0.02,12.62,0.20,12.82,0.00,12.82,69.88,0.00,0.00,69.88,12.47,0.13,12.60,0.00,12.60,69.64,0.00,0.00,69.64,0.15,0.07,0.22,0.00,0.22,0.24,0.00,0.00,0.24,0.85,0.00,0.85,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.02,0.07,0.00,0.07,0.09,0.00,0.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,--,--,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,--,--,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,--,--,0.00,0.00,0.00,0.00,18.64,0.00,18.64,0.27,0.00,0.27,18.91,0.00,18.91,12.82,0.00,12.82
IL,17,Will County,197,17197,2015,687.26,382.86,164.08,546.95,34.47,0.00,34.47,0.59,0.00,0.59,35.06,0.00,35.06,140.32,11.23,0.00,11.23,80.00,43.76,80.00,54.99,7.59,0.00,7.59,24.33,0.00,24.33,31.92,0.00,31.92,1.24,0.54,1.78,--,1.78,2.71,0.00,0.00,2.71,0.22,0.03,0.25,--,0.25,1.29,0.00,0.00,1.29,1.02,0.51,1.53,--,1.53,1.42,0.00,0.00,1.42,0.14,0.00,0.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.13,0.00,0.13,0.13,0.00,0.13,0.46,0.00,0.46,1464.93,0.00,1464.93,1465.39,0.00,1465.39,--,--,59.65,0.00,59.65,29569.12,0.34,0.00,0.34,1426.33,0.00,1426.33,1426.67,0.00,1426.67,--,--,20.93,0.00,20.93,9526.57,0.12,0.00,0.12,38.60,0.00,38.60,38.72,0.00,38.72,--,--,38.72,0.00,38.72,20042.55,55.13,0.00,55.13,1490.52,0.00,1490.52,1545.65,0.00,1545.65,61.43,0.00,61.43
IL,17,Williamson County,199,17199,2015,67.47,0.17,44.22,44.39,0.10,0.00,0.10,1.12,0.00,1.12,1.22,0.00,1.22,23.08,1.85,0.00,1.85,80.00,3.55,80.00,5.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.35,0.35,--,0.35,0.19,0.00,0.00,0.19,0.00,0.00,0.00,--,0.00,0.00,0.00,0.00,0.00,0.00,0.35,0.35,--,0.35,0.19,0.00,0.00,0.19,0.09,0.00,0.09,0.08,0.00,0.08,2.87,0.00,2.87,2.95,0.00,2.95,0.69,0.50,1.19,0.22,0.00,0.22,0.91,0.50,1.41,0.00,0.00,0.00,225.11,0.00,225.11,225.11,0.00,225.11,--,--,4.50,0.00,4.50,1793.45,0.00,0.00,0.00,225.11,0.00,225.11,225.11,0.00,225.11,--,--,4.50,0.00,4.50,1793.45,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,--,--,0.00,0.00,0.00,0.00,2.81,0.50,3.31,229.67,0.00,229.67,232.48,0.50,232.98,4.85,0.00,4.85
IL,17,Winnebago County,201,17201,2015,287.08,247.10,0.00,247.10,29.23,0.00,29.23,0.00,0.00,0.00,29.23,0.00,29.23,39.98,3.20,0.00,3.20,80.00,19.77,80.00,22.97,1.14,0.00,1.14,0.00,0.00,0.00,1.14,0.00,1.14,0.55,0.20,0.75,0.00,0.75,0.76,0.00,0.00,0.76,0.13,0.00,0.13,0.00,0.13,0.27,0.00,0.00,0.27,0.42,0.20,0.62,0.00,0.62,0.49,0.00,0.00,0.49,0.69,0.00,0.69,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.25,0.00,0.25,0.25,0.00,0.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,--,--,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,--,--,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,--,--,0.00,0.00,0.00,0.00,34.81,0.00,34.81,0.45,0.00,0.45,35.26,0.00,35.26,0.75,0.00,0.75
IL,17,Woodford County,203,17203,2015,39.23,24.78,0.00,24.78,2.15,0.00,2.15,5.11,0.00,5.11,7.26,0.00,7.26,14.45,1.16,0.00,1.16,80.00,1.98,80.00,3.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.20,0.04,0.24,0.00,0.24,0.44,0.00,0.00,0.44,0.02,0.04,0.06,0.00,0.06,0.27,0.00,0.00,0.27,0.18,0.00,0.18,0.00,0.18,0.17,0.00,0.00,0.17,0.59,0.00,0.59,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.05,0.20,0.00,0.20,0.25,0.00,0.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,--,--,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,--,--,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,--,--,0.00,0.00,0.00,0.00,4.15,0.00,4.15,5.35,0.00,5.35,9.50,0.00,9.50,0.24,0.00,0.24
IN,18,Adams County,1,18001,2015,34.98,--,--,20.08,2.31,0.00,2.31,0.00,0.00,0.00,2.31,0.00,2.31,14.90,1.13,0.00,1.13,76.00,1.53,76.00,2.66,0.59,0.00,0.59,2.49,0.00,2.49,3.08,0.00,3.08,0.03,0.00,0.03,0.00,0.02,0.28,0.00,0.00,0.28,0.00,0.00,0.00,0.00,0.00,0.15,0.00,0.00,0.15,0.03,0.00,0.03,--,0.02,0.13,0.00,0.00,0.13,1.00,0.27,1.27,0.00,--,0.00,0.00,--,0.00,0.00,--,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,--,--,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,--,--,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,--,--,0.00,0.00,0.00,0.00,5.06,0.00,5.06,2.76,0.00,2.76,7.82,0.00,7.82,0.02,0.00,0.02
IN,18,Allen County,3,18003,2015,368.45,--,--,312.45,0.85,0.00,0.85,34.85,0.00,34.85,35.70,0.00,35.70,56.00,4.26,0.00,4.26,76.00,23.75,76.00,28.01,0.53,0.00,0.53,0.10,0.00,0.10,0.63,0.00,0.63,0.22,0.06,0.28,0.00,0.25,1.13,0.00,0.00,1.13,0.00,0.00,0.00,0.00,0.00,0.40,0.00,0.00,0.40,0.22,0.06,0.28,--,0.25,0.73,0.00,0.00,0.73,0.29,0.22,0.51,0.00,--,0.00,0.00,--,0.00,0.00,--,0.00,0.00,0.00,0.00,6.88,0.00,6.88,6.88,0.00,6.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,--,--,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,--,--,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,--,--,0.00,0.00,0.00,0.00,6.15,0.00,6.15,42.11,0.00,42.11,48.26,0.00,48.26,0.25,0.00,0.25
IN,18,Bartholomew County,5,18005,2015,81.16,--,--,56.25,9.49,0.00,9.49,0.00,0.00,0.00,9.49,0.00,9.49,24.92,1.89,0.00,1.89,76.00,4.27,76.00,6.16,0.04,0.00,0.04,0.00,0.00,0.00,0.04,0.00,0.04,4.14,0.22,4.36,0.00,3.92,13.58,0.00,0.00,13.58,4.04,0.22,4.26,0.00,3.83,13.51,0.00,0.00,13.51,0.10,0.00,0.10,--,0.09,0.07,0.00,0.00,0.07,0.09,0.05,0.14,0.00,--,0.00,0.00,--,0.00,0.00,--,0.00,0.00,0.00,0.00,2.61,0.00,2.61,2.61,0.00,2.61,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,--,--,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,--,--,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,--,--,0.00,0.00,0.00,0.00,15.65,0.00,15.65,2.88,0.00,2.88,18.53,0.00,18.53,3.92,0.00,3.92
IN,18,Benton County,7,18007,2015,8.68,--,--,5.59,0.40,0.00,0.40,0.00,0.00,0.00,0.40,0.00,0.40,3.09,0.23,0.00,0.23,74.00,0.42,75.00,0.65,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.30,0.05,0.35,0.00,0.32,5.50,0.00,0.00,5.50,0.30,0.05,0.35,0.00,0.32,5.50,0.00,0.00,5.50,0.00,0.00,0.00,--,0.00,0.00,0.00,0.00,0.00,0.14,0.23,0.37,0.00,--,0.00,0.00,--,0.00,0.00,--,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,--,--,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,--,--,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,--,--,0.00,0.00,0.00,0.00,1.07,0.00,1.07,0.28,0.00,0.28,1.35,0.00,1.35,0.32,0.00,0.32
IN,18,Blackford County,9,18009,2015,12.30,--,--,8.42,1.04,0.00,1.04,0.00,0.00,0.00,1.04,0.00,1.04,3.87,0.29,0.00,0.29,75.00,0.64,76.00,0.93,0.34,0.00,0.34,0.19,0.00,0.19,0.53,0.00,0.53,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.01,0.00,0.00,0.00,--,0.00,0.00,0.00,0.00,0.00,0.18,0.03,0.21,0.00,--,0.00,0.00,--,0.00,0.00,--,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,--,--,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,--,--,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,--,--,0.00,0.00,0.00,0.00,1.85,0.00,1.85,0.22,0.00,0.22,2.07,0.00,2.07,0.00,0.00,0.00
IN,18,Boone County,11,18011,2015,63.34,--,--,37.50,2.01,0.00,2.01,0.00,0.00,0.00,2.01,0.00,2.01,25.84,1.96,0.00,1.96,76.00,2.85,76.00,4.81,0.01,0.00,0.01,0.00,0.00,0.00,0.01,0.00,0.01,0.01,0.41,0.42,0.00,0.37,1.17,0.00,0.00,1.17,0.00,0.37,0.37,0.00,0.33,0.91,0.00,0.00,0.91,0.01,0.04,0.05,--,0.04,0.26,0.00,0.00,0.26,0.15,0.04,0.19,0.00,--,0.00,0.00,--,0.00,0.00,--,0.00,0.00,0.00,0.00,0.13,0.00,0.13,0.13,0.00,0.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,--,--,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,--,--,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,--,--,0.00,0.00,0.00,0.00,4.14,0.00,4.14,0.58,0.00,0.58,4.72,0.00,4.72,0.37,0.00,0.37
IN,18,Brown County,13,18013,2015,14.98,--,--,11.38,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.59,0.27,0.00,0.27,75.00,0.87,76.00,1.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.02,0.13,0.00,0.00,0.13,0.00,0.00,0.00,0.00,0.00,0.06,0.00,0.00,0.06,0.00,0.02,0.02,--,0.02,0.07,0.00,0.00,0.07,0.01,0.02,0.03,0.00,--,0.00,0.00,--,0.00,0.00,--,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,--,--,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,--,--,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,--,--,0.00,0.00,0.00,0.00,0.28,0.00,0.28,0.04,0.00,0.04,0.32,0.00,0.32,0.02,0.00,0.02
IN,18,Carroll County,15,18015,2015,19.86,--,--,5.80,1.31,0.00,1.31,0.00,0.00,0.00,1.31,0.00,1.31,14.06,1.07,0.00,1.07,76.00,0.44,76.00,1.51,0.06,0.00,0.06,5.71,0.00,5.71,5.77,0.00,5.77,0.00,0.00,0.00,0.00,0.00,0.44,0.00,0.00,0.44,0.00,0.00,0.00,0.00,0.00,0.44,0.00,0.00,0.44,0.00,0.00,0.00,--,0.00,0.00,0.00,0.00,0.00,1.29,0.09,1.38,0.00,--,0.00,0.00,--,0.00,0.00,--,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,--,--,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,--,--,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,--,--,0.00,0.00,0.00,0.00,3.73,0.00,3.73,5.80,0.00,5.80,9.53,0.00,9.53,0.00,0.00,0.00
IN,18,Cass County,17,18017,2015,37.98,--,--,21.46,5.94,0.00,5.94,0.00,0.00,0.00,5.94,0.00,5.94,16.52,1.26,0.00,1.26,76.00,1.63,76.00,2.89,1.42,0.00,1.42,0.00,0.00,0.00,1.42,0.00,1.42,0.21,0.08,0.29,0.00,0.27,2.06,0.00,0.00,2.06,0.21,0.01,0.22,0.00,0.20,1.93,0.00,0.00,1.93,0.00,0.07,0.07,--,0.07,0.13,0.00,0.00,0.13,0.27,0.12,0.39,0.00,--,0.00,0.00,--,0.00,0.00,--,0.00,0.00,0.00,0.00,1.71,0.00,1.71,1.71,0.00,1.71,0.00,0.00,0.00,15.14,0.00,15.14,15.14,0.00,15.14,--,--,0.30,0.00,0.30,121.39,0.00,0.00,0.00,15.14,0.00,15.14,15.14,0.00,15.14,--,--,0.30,0.00,0.30,121.39,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,--,--,0.00,0.00,0.00,0.00,9.10,0.00,9.10,17.05,0.00,17.05,26.15,0.00,26.15,0.57,0.00,0.57
IN,18,Clark County,19,18019,2015,115.37,--,--,110.99,21.85,0.00,21.85,0.26,0.00,0.26,22.11,0.00,22.11,4.38,0.33,0.00,0.33,75.00,8.44,76.00,8.77,0.40,0.00,0.40,6.59,0.00,6.59,6.99,0.00,6.99,0.00,0.16,0.16,0.00,0.14,0.56,0.00,0.00,0.56,0.00,0.00,0.00,0.00,0.00,0.43,0.00,0.00,0.43,0.00,0.16,0.16,--,0.14,0.13,0.00,0.00,0.13,0.02,0.10,0.12,0.00,--,0.00,0.00,--,0.00,0.00,--,0.00,0.00,0.00,0.00,0.75,0.00,0.75,0.75,0.00,0.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,--,--,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,--,--,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,--,--,0.00,0.00,0.00,0.00,22.60,0.00,22.60,7.86,0.00,7.86,30.46,0.00,30.46,0.14,0.00,0.14
IN,18,Clay County,21,18021,2015,26.50,--,--,17.92,0.33,0.00,0.33,0.00,0.00,0.00,0.33,0.00,0.33,8.59,0.65,0.00,0.65,76.00,1.36,76.00,2.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.18,0.00,0.00,0.18,0.00,0.00,0.00,0.00,0.00,0.18,0.00,0.00,0.18,0.00,0.00,0.00,--,0.00,0.00,0.00,0.00,0.00,0.04,0.04,0.08,0.00,--,0.00,0.00,--,0.00,0.00,--,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,--,--,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,--,--,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,--,--,0.00,0.00,0.00,0.00,1.02,0.00,1.02,0.04,0.00,0.04,1.06,0.00,1.06,0.00,0.00,0.00
IN,18,Clinton County,23,18023,2015,32.61,--,--,20.77,3.68,0.00,3.68,0.00,0.00,0.00,3.68,0.00,3.68,11.84,0.90,0.00,0.90,76.00,1.58,76.00,2.48,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.04,0.00,0.00,1.04,0.00,0.00,0.00,0.00,0.00,1.04,0.00,0.00,1.04,0.00,0.00,0.00,--,0.00,0.00,0.00,0.00,0.00,0.96,0.04,1.00,0.00,--,0.00,0.00,--,0.00,0.00,--,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,--,--,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,--,--,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,--,--,0.00,0.00,0.00,0.00,5.54,0.00,5.54,0.04,0.00,0.04,5.58,0.00,5.58,0.00,0.00,0.00
IN,18,Crawford County,25,18025,2015,10.48,--,--,6.89,1.64,0.00,1.64,0.00,0.00,0.00,1.64,0.00,1.64,3.60,0.27,0.00,0.27,75.00,0.52,76.00,0.79,0.00,0.00,0.00,0.58,0.00,0.58,0.58,0.00,0.58,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,--,0.00,0.00,0.00,0.00,0.00,0.01,0.11,0.12,0.00,--,0.00,0.00,--,0.00,0.00,--,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,--,--,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,--,--,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,--,--,0.00,0.00,0.00,0.00,1.92,0.00,1.92,0.69,0.00,0.69,2.61,0.00,2.61,0.00,0.00,0.00
IN,18,Daviess County,27,18027,2015,32.91,--,--,23.86,3.55,0.00,3.55,0.00,0.00,0.00,3.55,0.00,3.55,9.05,0.69,0.00,0.69,76.00,1.81,76.00,2.50,3.28,0.00,3.28,0.03,0.00,0.03,3.31,0.00,3.31,0.42,0.00,0.42,0.00,0.38,5.90,0.00,0.00,5.90,0.42,0.00,0.42,0.00,0.38,5.83,0.00,0.00,5.83,0.00,0.00,0.00,--,0.00,0.07,0.00,0.00,0.07,0.59,0.20,0.79,0.00,--,0.00,2.94,--,2.94,2.94,--,2.94,0.00,0.00,0.00,0.01,0.00,0.01,0.01,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,--,--,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,--,--,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,--,--,0.00,0.00,0.00,0.00,8.53,0.00,8.53,3.18,0.00,3.18,11.71,0.00,11.71,0.38,0.00,0.38
IN,18,Dearborn County,29,18029,2015,49.46,--,--,42.19,4.41,0.00,4.41,0.00,0.00,0.00,4.41,0.00,4.41,7.27,0.55,0.00,0.55,76.00,3.21,76.00,3.76,9.51,0.00,9.51,0.00,0.00,0.00,9.51,0.00,9.51,0.00,0.06,0.06,0.00,0.05,0.17,0.00,0.00,0.17,0.00,0.00,0.00,0.00,0.00,0.10,0.00,0.00,0.10,0.00,0.06,0.06,--,0.05,0.07,0.00,0.00,0.07,0.01,0.08,0.09,0.00,--,0.00,0.00,--,0.00,0.00,--,0.00,0.45,0.00,0.45,0.00,0.00,0.00,0.45,0.00,0.45,0.00,0.00,0.00,211.53,0.00,211.53,211.53,0.00,211.53,--,--,7.10,0.00,7.10,7833.64,0.00,0.00,0.00,208.09,0.00,208.09,208.09,0.00,208.09,--,--,5.41,0.00,5.41,1059.58,0.00,0.00,0.00,3.44,0.00,3.44,3.44,0.00,3.44,--,--,1.69,0.00,1.69,6774.06,14.93,0.00,14.93,211.67,0.00,211.67,226.60,0.00,226.60,7.15,0.00,7.15
IN,18,Decatur County,31,18031,2015,26.52,--,--,14.83,0.89,0.00,0.89,1.70,0.00,1.70,2.59,0.00,2.59,11.70,0.89,0.00,0.89,76.00,1.13,76.00,2.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.00,0.04,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.00,0.04,0.00,0.00,0.00,--,0.00,0.00,0.00,0.00,0.00,0.71,0.22,0.93,0.00,--,0.00,0.00,--,0.00,0.00,--,0.00,0.00,0.00,0.00,0.22,0.00,0.22,0.22,0.00,0.22,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,--,--,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,--,--,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,--,--,0.00,0.00,0.00,0.00,2.49,0.00,2.49,2.14,0.00,2.14,4.63,0.00,4.63,0.00,0.00,0.00
IN,18,DeKalb County,33,18033,2015,42.59,--,--,25.30,3.17,0.00,3.17,0.00,0.00,0.00,3.17,0.00,3.17,17.29,1.31,0.00,1.31,76.00,1.92,76.00,3.23,3.70,0.00,3.70,0.18,0.00,0.18,3.88,0.00,3.88,0.37,0.01,0.38,0.00,0.35,0.84,0.00,0.00,0.84,0.35,0.00,0.35,0.00,0.32,0.77,0.00,0.00,0.77,0.02,0.01,0.03,--,0.03,0.07,0.00,0.00,0.07,0.17,0.13,0.30,0.00,--,0.00,0.00,--,0.00,0.00,--,0.00,0.00,0.00,0.00,0.03,0.00,0.03,0.03,0.00,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,--,--,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,--,--,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,--,--,0.00,0.00,0.00,0.00,8.72,0.00,8.72,0.35,0.00,0.35,9.07,0.00,9.07,0.35,0.00,0.35
